window_start,window_end,period_hours,turbine_id,min_power_output,max_power_output,avg_power_output
2022-03-02 00:00:00,2022-03-03 00:00:00,24,7,1.6,4.3,3.0208333333333335
2022-03-02 00:00:00,2022-03-03 00:00:00,24,8,1.7,4.4,2.8458333333333337
2022-03-02 00:00:00,2022-03-03 00:00:00,24,9,1.6,4.3,2.7375000000000003
2022-03-02 00:00:00,2022-03-03 00:00:00,24,10,2.0,4.3,3.1666666666666674
2022-03-02 00:00:00,2022-03-03 00:00:00,24,11,1.8,4.5,3.233333333333334
2022-03-02 00:00:00,2022-03-03 00:00:00,24,12,1.6,4.4,2.983333333333333
2022-03-02 00:00:00,2022-03-03 00:00:00,24,13,1.8,4.5,3.3416666666666663
2022-03-02 00:00:00,2022-03-03 00:00:00,24,14,1.8,4.4,2.933333333333333
2022-03-02 00:00:00,2022-03-03 00:00:00,24,15,1.8,3.9,2.9958333333333322
2022-03-03 00:00:00,2022-03-04 00:00:00,24,1,1.6,4.4,2.9250000000000003
2022-03-03 00:00:00,2022-03-04 00:00:00,24,2,1.5,4.5,3.1583333333333337
2022-03-03 00:00:00,2022-03-04 00:00:00,24,3,1.8,4.4,3.2541666666666664
2022-03-03 00:00:00,2022-03-04 00:00:00,24,4,1.8,4.3,3.0500000000000007
2022-03-03 00:00:00,2022-03-04 00:00:00,24,5,1.6,4.3,2.9416666666666664
2022-03-03 00:00:00,2022-03-04 00:00:00,24,6,1.5,4.3,3.1833333333333336
2022-03-03 00:00:00,2022-03-04 00:00:00,24,7,1.9,4.4,3.1999999999999997
2022-03-03 00:00:00,2022-03-04 00:00:00,24,8,1.6,4.5,3.066666666666667
2022-03-03 00:00:00,2022-03-04 00:00:00,24,9,1.6,4.4,2.975
2022-03-03 00:00:00,2022-03-04 00:00:00,24,10,1.6,4.4,3.141666666666667
2022-03-03 00:00:00,2022-03-04 00:00:00,24,11,1.6,4.5,3.0541666666666667
2022-03-03 00:00:00,2022-03-04 00:00:00,24,12,1.7,4.2,2.670833333333333
2022-03-03 00:00:00,2022-03-04 00:00:00,24,13,1.6,4.4,2.945833333333333
2022-03-03 00:00:00,2022-03-04 00:00:00,24,14,1.6,4.3,2.870833333333333
2022-03-03 00:00:00,2022-03-04 00:00:00,24,15,1.6,4.4,2.9708333333333337
2022-03-04 00:00:00,2022-03-05 00:00:00,24,1,1.5,4.4,2.9875000000000003
2022-03-04 00:00:00,2022-03-05 00:00:00,24,2,1.7,4.4,3.008333333333333
2022-03-04 00:00:00,2022-03-05 00:00:00,24,3,1.6,4.2,2.879166666666667
2022-03-04 00:00:00,2022-03-05 00:00:00,24,4,1.5,4.5,2.9500000000000006
2022-03-04 00:00:00,2022-03-05 00:00:00,24,5,1.5,4.3,3.041666666666666
2022-03-04 00:00:00,2022-03-05 00:00:00,24,6,1.8,4.5,3.166666666666666
2022-03-04 00:00:00,2022-03-05 00:00:00,24,7,1.5,4.3,3.008333333333333
2022-03-04 00:00:00,2022-03-05 00:00:00,24,8,1.5,4.1,2.529166666666667
2022-03-04 00:00:00,2022-03-05 00:00:00,24,9,1.8,4.5,2.970833333333333
2022-03-04 00:00:00,2022-03-05 00:00:00,24,10,1.6,4.4,2.9500000000000006
2022-03-04 00:00:00,2022-03-05 00:00:00,24,11,1.5,4.3,3.0333333333333337
2022-03-04 00:00:00,2022-03-05 00:00:00,24,12,1.6,4.2,2.733333333333333
2022-03-04 00:00:00,2022-03-05 00:00:00,24,13,1.6,4.5,3.1999999999999997
2022-03-04 00:00:00,2022-03-05 00:00:00,24,14,1.5,4.4,2.9083333333333337
2022-03-04 00:00:00,2022-03-05 00:00:00,24,15,1.6,4.2,3.104166666666666
2022-03-05 00:00:00,2022-03-06 00:00:00,24,1,1.6,4.3,3.2458333333333336
2022-03-05 00:00:00,2022-03-06 00:00:00,24,2,1.6,4.5,3.1041666666666665
2022-03-05 00:00:00,2022-03-06 00:00:00,24,3,1.6,4.5,2.620833333333333
2022-03-05 00:00:00,2022-03-06 00:00:00,24,4,1.7,4.5,2.8375
2022-03-05 00:00:00,2022-03-06 00:00:00,24,5,1.6,4.4,3.004166666666667
2022-03-05 00:00:00,2022-03-06 00:00:00,24,6,1.6,4.4,3.091666666666667
2022-03-05 00:00:00,2022-03-06 00:00:00,24,7,1.7,4.5,2.704166666666667
2022-03-05 00:00:00,2022-03-06 00:00:00,24,8,1.6,3.9,2.6333333333333333
2022-03-05 00:00:00,2022-03-06 00:00:00,24,9,1.5,4.5,3.091666666666667
2022-03-05 00:00:00,2022-03-06 00:00:00,24,10,1.6,4.3,2.720833333333333
2022-03-05 00:00:00,2022-03-06 00:00:00,24,11,1.7,4.4,2.8375000000000004
2022-03-05 00:00:00,2022-03-06 00:00:00,24,12,1.6,4.5,3.2833333333333328
2022-03-05 00:00:00,2022-03-06 00:00:00,24,13,1.7,4.5,2.904166666666667
2022-03-05 00:00:00,2022-03-06 00:00:00,24,14,1.5,4.3,2.8083333333333336
2022-03-05 00:00:00,2022-03-06 00:00:00,24,15,1.6,4.5,3.170833333333333
2022-03-06 00:00:00,2022-03-07 00:00:00,24,1,1.5,4.4,2.9583333333333326
2022-03-06 00:00:00,2022-03-07 00:00:00,24,2,1.7,4.3,3.1374999999999997
2022-03-06 00:00:00,2022-03-07 00:00:00,24,3,1.7,4.4,3.3000000000000007
2022-03-06 00:00:00,2022-03-07 00:00:00,24,4,1.6,4.5,3.2166666666666663
2022-03-06 00:00:00,2022-03-07 00:00:00,24,5,1.5,4.4,3.008333333333333
2022-03-06 00:00:00,2022-03-07 00:00:00,24,6,1.6,4.1,2.966666666666667
2022-03-06 00:00:00,2022-03-07 00:00:00,24,7,1.6,4.4,2.920833333333333
2022-03-06 00:00:00,2022-03-07 00:00:00,24,8,1.5,4.4,2.920833333333334
2022-03-06 00:00:00,2022-03-07 00:00:00,24,9,1.6,4.4,3.0583333333333336
2022-03-06 00:00:00,2022-03-07 00:00:00,24,10,1.6,4.5,2.766666666666666
2022-03-06 00:00:00,2022-03-07 00:00:00,24,11,1.5,4.5,2.9375
2022-03-06 00:00:00,2022-03-07 00:00:00,24,12,1.7,4.2,2.9500000000000006
2022-03-06 00:00:00,2022-03-07 00:00:00,24,13,1.6,4.1,2.9166666666666665
2022-03-06 00:00:00,2022-03-07 00:00:00,24,14,1.7,4.5,2.9375
2022-03-06 00:00:00,2022-03-07 00:00:00,24,15,1.5,4.5,3.1041666666666674
2022-03-07 00:00:00,2022-03-08 00:00:00,24,1,1.9,4.3,3.283333333333333
2022-03-07 00:00:00,2022-03-08 00:00:00,24,2,1.7,4.4,3.0000000000000004
2022-03-07 00:00:00,2022-03-08 00:00:00,24,3,1.5,4.3,2.8083333333333336
2022-03-07 00:00:00,2022-03-08 00:00:00,24,4,1.5,4.4,2.9791666666666674
2022-03-07 00:00:00,2022-03-08 00:00:00,24,5,1.6,4.2,2.9124999999999996
2022-03-07 00:00:00,2022-03-08 00:00:00,24,6,1.9,4.4,3.0083333333333333
2022-03-07 00:00:00,2022-03-08 00:00:00,24,7,1.6,4.5,3.266666666666666
2022-03-07 00:00:00,2022-03-08 00:00:00,24,8,1.5,4.4,2.9375
2022-03-07 00:00:00,2022-03-08 00:00:00,24,9,1.7,4.4,3.045833333333333
2022-03-07 00:00:00,2022-03-08 00:00:00,24,10,1.7,4.3,2.841666666666667
2022-03-07 00:00:00,2022-03-08 00:00:00,24,11,1.5,4.5,2.8041666666666667
2022-03-07 00:00:00,2022-03-08 00:00:00,24,12,1.6,4.3,3.0
2022-03-07 00:00:00,2022-03-08 00:00:00,24,13,1.7,4.4,2.904166666666667
2022-03-07 00:00:00,2022-03-08 00:00:00,24,14,1.8,4.4,3.099999999999999
2022-03-07 00:00:00,2022-03-08 00:00:00,24,15,1.5,4.4,3.045833333333333
2022-03-08 00:00:00,2022-03-09 00:00:00,24,1,1.7,4.5,3.2916666666666665
2022-03-08 00:00:00,2022-03-09 00:00:00,24,2,1.6,4.4,3.079166666666666
2022-03-08 00:00:00,2022-03-09 00:00:00,24,3,1.7,4.4,3.383333333333333
2022-03-08 00:00:00,2022-03-09 00:00:00,24,4,1.5,4.5,2.8541666666666674
2022-03-08 00:00:00,2022-03-09 00:00:00,24,5,2.1,4.5,3.2791666666666663
2022-03-08 00:00:00,2022-03-09 00:00:00,24,6,1.5,4.5,2.9000000000000004
2022-03-08 00:00:00,2022-03-09 00:00:00,24,7,1.8,4.4,2.9583333333333335
2022-03-08 00:00:00,2022-03-09 00:00:00,24,8,1.5,4.4,3.2000000000000006
2022-03-08 00:00:00,2022-03-09 00:00:00,24,9,1.6,4.4,3.0500000000000003
2022-03-08 00:00:00,2022-03-09 00:00:00,24,10,1.5,4.3,3.045833333333333
2022-03-08 00:00:00,2022-03-09 00:00:00,24,11,1.7,4.3,2.5791666666666666
2022-03-08 00:00:00,2022-03-09 00:00:00,24,12,1.7,4.2,3.3708333333333336
2022-03-08 00:00:00,2022-03-09 00:00:00,24,13,1.5,4.5,3.0749999999999993
2022-03-08 00:00:00,2022-03-09 00:00:00,24,14,1.5,4.4,3.179166666666666
2022-03-08 00:00:00,2022-03-09 00:00:00,24,15,1.5,4.4,2.8499999999999996
2022-03-09 00:00:00,2022-03-10 00:00:00,24,1,1.5,4.5,2.8375000000000004
2022-03-09 00:00:00,2022-03-10 00:00:00,24,2,1.5,4.4,2.9625
2022-03-09 00:00:00,2022-03-10 00:00:00,24,3,1.5,4.4,2.9999999999999996
2022-03-09 00:00:00,2022-03-10 00:00:00,24,4,1.8,4.4,2.8666666666666667
2022-03-09 00:00:00,2022-03-10 00:00:00,24,5,1.7,4.4,3.066666666666667
2022-03-09 00:00:00,2022-03-10 00:00:00,24,6,1.5,4.5,2.8166666666666664
2022-03-09 00:00:00,2022-03-10 00:00:00,24,7,1.5,4.1,2.8499999999999996
2022-03-09 00:00:00,2022-03-10 00:00:00,24,8,1.5,4.4,2.841666666666667
2022-03-09 00:00:00,2022-03-10 00:00:00,24,9,1.6,4.5,3.1125000000000007
2022-03-09 00:00:00,2022-03-10 00:00:00,24,10,1.7,4.3,2.8874999999999997
2022-03-09 00:00:00,2022-03-10 00:00:00,24,11,1.6,4.4,2.704166666666667
2022-03-09 00:00:00,2022-03-10 00:00:00,24,12,1.6,4.2,2.895833333333334
2022-03-09 00:00:00,2022-03-10 00:00:00,24,13,1.5,4.5,3.0041666666666664
2022-03-09 00:00:00,2022-03-10 00:00:00,24,14,1.9,4.3,3.1625
2022-03-09 00:00:00,2022-03-10 00:00:00,24,15,1.5,4.5,3.004166666666667
2022-03-10 00:00:00,2022-03-11 00:00:00,24,1,1.7,4.3,3.1208333333333336
2022-03-10 00:00:00,2022-03-11 00:00:00,24,2,1.6,4.5,2.816666666666666
2022-03-10 00:00:00,2022-03-11 00:00:00,24,3,1.7,4.5,3.1874999999999996
2022-03-10 00:00:00,2022-03-11 00:00:00,24,4,1.9,4.4,3.1875000000000004
2022-03-10 00:00:00,2022-03-11 00:00:00,24,5,1.5,4.4,2.829166666666667
2022-03-10 00:00:00,2022-03-11 00:00:00,24,6,1.5,4.4,2.6791666666666667
2022-03-10 00:00:00,2022-03-11 00:00:00,24,7,1.7,4.3,3.0250000000000004
2022-03-10 00:00:00,2022-03-11 00:00:00,24,8,1.6,4.4,3.2458333333333322
2022-03-10 00:00:00,2022-03-11 00:00:00,24,9,1.5,4.3,2.9875000000000003
2022-03-10 00:00:00,2022-03-11 00:00:00,24,10,1.5,4.5,3.0375
2022-03-10 00:00:00,2022-03-11 00:00:00,24,11,1.6,4.1,2.8083333333333336
2022-03-10 00:00:00,2022-03-11 00:00:00,24,12,1.6,4.5,3.3416666666666672
2022-03-10 00:00:00,2022-03-11 00:00:00,24,13,1.5,4.0,2.8958333333333335
2022-03-10 00:00:00,2022-03-11 00:00:00,24,14,1.6,4.1,2.858333333333333
2022-03-10 00:00:00,2022-03-11 00:00:00,24,15,1.5,4.0,2.9666666666666663
2022-03-11 00:00:00,2022-03-12 00:00:00,24,1,1.5,4.4,2.5749999999999997
2022-03-11 00:00:00,2022-03-12 00:00:00,24,2,1.6,4.4,3.0750000000000006
2022-03-11 00:00:00,2022-03-12 00:00:00,24,3,1.6,4.4,3.0250000000000004
2022-03-11 00:00:00,2022-03-12 00:00:00,24,4,1.5,4.3,2.4791666666666665
2022-03-11 00:00:00,2022-03-12 00:00:00,24,5,1.5,4.4,2.975
2022-03-11 00:00:00,2022-03-12 00:00:00,24,6,1.6,4.2,3.058333333333333
2022-03-11 00:00:00,2022-03-12 00:00:00,24,7,1.6,4.5,3.1791666666666667
2022-03-11 00:00:00,2022-03-12 00:00:00,24,8,1.7,4.4,3.225
2022-03-11 00:00:00,2022-03-12 00:00:00,24,9,1.6,4.4,3.1541666666666663
2022-03-11 00:00:00,2022-03-12 00:00:00,24,10,1.8,4.4,3.0708333333333333
2022-03-11 00:00:00,2022-03-12 00:00:00,24,11,1.6,4.1,2.891666666666667
2022-03-11 00:00:00,2022-03-12 00:00:00,24,12,1.6,4.4,2.9041666666666663
2022-03-11 00:00:00,2022-03-12 00:00:00,24,13,1.5,4.5,3.1041666666666665
2022-03-11 00:00:00,2022-03-12 00:00:00,24,14,1.6,4.4,2.9250000000000007
2022-03-11 00:00:00,2022-03-12 00:00:00,24,15,1.7,4.0,2.9708333333333328
2022-03-12 00:00:00,2022-03-13 00:00:00,24,1,1.6,4.2,2.820833333333334
2022-03-12 00:00:00,2022-03-13 00:00:00,24,2,1.6,4.5,3.020833333333334
2022-03-12 00:00:00,2022-03-13 00:00:00,24,3,1.6,4.3,3.070833333333334
2022-03-12 00:00:00,2022-03-13 00:00:00,24,4,1.5,4.5,2.891666666666667
2022-03-12 00:00:00,2022-03-13 00:00:00,24,5,1.5,4.1,2.8749999999999996
2022-03-12 00:00:00,2022-03-13 00:00:00,24,6,1.5,4.4,3.0208333333333335
2022-03-12 00:00:00,2022-03-13 00:00:00,24,7,1.6,4.4,2.9083333333333328
2022-03-12 00:00:00,2022-03-13 00:00:00,24,8,1.8,4.2,3.116666666666667
2022-03-12 00:00:00,2022-03-13 00:00:00,24,9,1.5,4.5,3.0958333333333337
2022-03-12 00:00:00,2022-03-13 00:00:00,24,10,1.6,4.5,2.933333333333333
2022-03-12 00:00:00,2022-03-13 00:00:00,24,11,2.0,4.5,3.225
2022-03-12 00:00:00,2022-03-13 00:00:00,24,12,1.6,4.2,2.6375
2022-03-12 00:00:00,2022-03-13 00:00:00,24,13,1.6,4.5,3.0374999999999996
2022-03-12 00:00:00,2022-03-13 00:00:00,24,14,1.6,4.2,3.095833333333333
2022-03-12 00:00:00,2022-03-13 00:00:00,24,15,1.5,4.4,3.0375
2022-03-13 00:00:00,2022-03-14 00:00:00,24,1,1.5,4.5,2.9041666666666672
2022-03-13 00:00:00,2022-03-14 00:00:00,24,2,2.0,4.3,3.0375
2022-03-13 00:00:00,2022-03-14 00:00:00,24,3,1.6,4.4,2.9791666666666665
2022-03-13 00:00:00,2022-03-14 00:00:00,24,4,1.5,4.5,2.920833333333334
2022-03-13 00:00:00,2022-03-14 00:00:00,24,5,1.5,4.5,2.983333333333334
2022-03-13 00:00:00,2022-03-14 00:00:00,24,6,1.5,4.2,2.9083333333333328
2022-03-13 00:00:00,2022-03-14 00:00:00,24,7,1.6,4.5,2.7249999999999996
2022-03-13 00:00:00,2022-03-14 00:00:00,24,8,1.5,4.5,3.095833333333333
2022-03-13 00:00:00,2022-03-14 00:00:00,24,9,1.6,4.5,3.2208333333333337
2022-03-13 00:00:00,2022-03-14 00:00:00,24,10,1.6,4.4,2.8458333333333337
2022-03-13 00:00:00,2022-03-14 00:00:00,24,11,1.5,4.5,3.0041666666666664
2022-03-13 00:00:00,2022-03-14 00:00:00,24,12,1.7,4.5,2.891666666666667
2022-03-13 00:00:00,2022-03-14 00:00:00,24,13,1.6,4.3,3.0875000000000004
2022-03-13 00:00:00,2022-03-14 00:00:00,24,14,1.6,4.4,3.0833333333333326
2022-03-13 00:00:00,2022-03-14 00:00:00,24,15,1.6,4.4,3.079166666666666
2022-03-14 00:00:00,2022-03-15 00:00:00,24,1,1.6,4.3,3.0250000000000004
2022-03-14 00:00:00,2022-03-15 00:00:00,24,2,1.5,4.1,3.016666666666668
2022-03-14 00:00:00,2022-03-15 00:00:00,24,3,1.6,3.9,2.808333333333333
2022-03-14 00:00:00,2022-03-15 00:00:00,24,4,1.6,4.5,2.8541666666666665
2022-03-14 00:00:00,2022-03-15 00:00:00,24,5,1.6,4.5,2.991666666666666
2022-03-14 00:00:00,2022-03-15 00:00:00,24,6,1.7,4.4,3.241666666666667
2022-03-14 00:00:00,2022-03-15 00:00:00,24,7,1.6,4.5,3.1208333333333336
2022-03-14 00:00:00,2022-03-15 00:00:00,24,8,1.8,4.5,2.9375
2022-03-14 00:00:00,2022-03-15 00:00:00,24,9,1.5,4.3,2.683333333333333
2022-03-14 00:00:00,2022-03-15 00:00:00,24,10,1.5,4.5,3.0583333333333336
2022-03-14 00:00:00,2022-03-15 00:00:00,24,11,1.8,4.2,3.129166666666667
2022-03-14 00:00:00,2022-03-15 00:00:00,24,12,1.8,4.4,3.016666666666666
2022-03-14 00:00:00,2022-03-15 00:00:00,24,13,1.6,4.4,3.329166666666667
2022-03-14 00:00:00,2022-03-15 00:00:00,24,14,1.7,4.5,2.725
2022-03-14 00:00:00,2022-03-15 00:00:00,24,15,1.6,4.1,2.6625
2022-03-15 00:00:00,2022-03-16 00:00:00,24,1,1.6,4.4,3.0125000000000006
2022-03-15 00:00:00,2022-03-16 00:00:00,24,2,1.5,4.5,3.1124999999999994
2022-03-15 00:00:00,2022-03-16 00:00:00,24,3,1.7,4.5,3.033333333333333
2022-03-15 00:00:00,2022-03-16 00:00:00,24,4,1.5,4.5,3.0458333333333343
2022-03-15 00:00:00,2022-03-16 00:00:00,24,5,1.5,4.5,2.8874999999999997
2022-03-15 00:00:00,2022-03-16 00:00:00,24,6,1.9,4.5,3.1708333333333343
2022-03-15 00:00:00,2022-03-16 00:00:00,24,7,1.5,4.4,3.0749999999999993
2022-03-15 00:00:00,2022-03-16 00:00:00,24,8,1.6,4.5,3.170833333333333
2022-03-15 00:00:00,2022-03-16 00:00:00,24,9,1.7,4.5,3.4708333333333328
2022-03-15 00:00:00,2022-03-16 00:00:00,24,10,1.7,4.3,3.024999999999999
2022-03-15 00:00:00,2022-03-16 00:00:00,24,11,1.5,4.0,2.770833333333334
2022-03-15 00:00:00,2022-03-16 00:00:00,24,12,1.5,4.3,2.8625000000000003
2022-03-15 00:00:00,2022-03-16 00:00:00,24,13,1.6,4.5,3.1708333333333325
2022-03-15 00:00:00,2022-03-16 00:00:00,24,14,1.8,4.5,3.179166666666666
2022-03-15 00:00:00,2022-03-16 00:00:00,24,15,1.6,4.5,3.1666666666666665
2022-03-16 00:00:00,2022-03-17 00:00:00,24,1,1.6,4.4,2.979166666666666
2022-03-16 00:00:00,2022-03-17 00:00:00,24,2,1.9,4.3,3.0625
2022-03-16 00:00:00,2022-03-17 00:00:00,24,3,1.8,4.3,2.9041666666666663
2022-03-16 00:00:00,2022-03-17 00:00:00,24,4,1.6,4.4,2.870833333333334
2022-03-16 00:00:00,2022-03-17 00:00:00,24,5,1.8,4.3,3.0833333333333326
2022-03-16 00:00:00,2022-03-17 00:00:00,24,6,1.6,4.5,2.875
2022-03-16 00:00:00,2022-03-17 00:00:00,24,7,1.6,4.5,3.133333333333333
2022-03-16 00:00:00,2022-03-17 00:00:00,24,8,2.2,4.5,3.2374999999999994
2022-03-16 00:00:00,2022-03-17 00:00:00,24,9,1.7,4.0,2.9791666666666665
2022-03-16 00:00:00,2022-03-17 00:00:00,24,10,1.5,4.5,3.0625
2022-03-16 00:00:00,2022-03-17 00:00:00,24,11,1.5,4.4,3.2208333333333337
2022-03-16 00:00:00,2022-03-17 00:00:00,24,12,1.6,4.3,3.1833333333333336
2022-03-16 00:00:00,2022-03-17 00:00:00,24,13,1.7,4.4,3.0833333333333335
2022-03-16 00:00:00,2022-03-17 00:00:00,24,14,1.6,4.5,3.2499999999999996
2022-03-16 00:00:00,2022-03-17 00:00:00,24,15,1.5,4.4,3.0291666666666663
2022-03-17 00:00:00,2022-03-18 00:00:00,24,1,1.6,4.4,3.0208333333333335
2022-03-17 00:00:00,2022-03-18 00:00:00,24,2,1.5,4.5,2.8750000000000004
2022-03-17 00:00:00,2022-03-18 00:00:00,24,3,1.5,4.4,3.25
2022-03-17 00:00:00,2022-03-18 00:00:00,24,4,1.8,4.5,2.9875000000000003
2022-03-17 00:00:00,2022-03-18 00:00:00,24,5,1.6,4.4,2.9124999999999996
2022-03-17 00:00:00,2022-03-18 00:00:00,24,6,1.5,4.4,2.6666666666666674
2022-03-17 00:00:00,2022-03-18 00:00:00,24,7,1.6,4.4,2.891666666666666
2022-03-17 00:00:00,2022-03-18 00:00:00,24,8,1.6,4.3,2.7208333333333328
2022-03-17 00:00:00,2022-03-18 00:00:00,24,9,1.5,4.5,3.2416666666666667
2022-03-17 00:00:00,2022-03-18 00:00:00,24,10,1.6,4.3,2.741666666666667
2022-03-17 00:00:00,2022-03-18 00:00:00,24,11,1.6,4.4,2.974999999999999
2022-03-17 00:00:00,2022-03-18 00:00:00,24,12,1.7,4.4,3.0250000000000004
2022-03-17 00:00:00,2022-03-18 00:00:00,24,13,1.6,4.4,2.9249999999999994
2022-03-17 00:00:00,2022-03-18 00:00:00,24,14,1.5,4.4,2.829166666666666
2022-03-17 00:00:00,2022-03-18 00:00:00,24,15,1.5,4.4,3.095833333333333
2022-03-18 00:00:00,2022-03-19 00:00:00,24,1,1.6,4.5,3.1041666666666665
2022-03-18 00:00:00,2022-03-19 00:00:00,24,2,1.5,4.3,2.7375000000000003
2022-03-18 00:00:00,2022-03-19 00:00:00,24,3,1.5,4.5,2.8958333333333326
2022-03-18 00:00:00,2022-03-19 00:00:00,24,4,1.6,4.5,2.954166666666667
2022-03-18 00:00:00,2022-03-19 00:00:00,24,5,1.5,4.2,2.908333333333333
2022-03-18 00:00:00,2022-03-19 00:00:00,24,6,1.5,4.3,3.095833333333333
2022-03-18 00:00:00,2022-03-19 00:00:00,24,7,1.6,4.4,3.020833333333334
2022-03-18 00:00:00,2022-03-19 00:00:00,24,8,1.5,4.4,2.9166666666666665
2022-03-18 00:00:00,2022-03-19 00:00:00,24,9,1.6,4.5,2.9291666666666667
2022-03-18 00:00:00,2022-03-19 00:00:00,24,10,1.9,4.3,3.141666666666667
2022-03-18 00:00:00,2022-03-19 00:00:00,24,11,1.7,4.5,3.0125000000000006
2022-03-18 00:00:00,2022-03-19 00:00:00,24,12,1.8,4.4,3.0541666666666667
2022-03-18 00:00:00,2022-03-19 00:00:00,24,13,1.6,4.5,2.904166666666667
2022-03-18 00:00:00,2022-03-19 00:00:00,24,14,1.6,4.5,3.1
2022-03-18 00:00:00,2022-03-19 00:00:00,24,15,1.7,4.4,3.295833333333333
2022-03-19 00:00:00,2022-03-20 00:00:00,24,1,1.8,4.5,3.1250000000000004
2022-03-19 00:00:00,2022-03-20 00:00:00,24,2,1.5,4.4,2.7874999999999996
2022-03-19 00:00:00,2022-03-20 00:00:00,24,3,1.8,4.5,3.129166666666666
2022-03-19 00:00:00,2022-03-20 00:00:00,24,4,1.5,4.4,2.7583333333333333
2022-03-19 00:00:00,2022-03-20 00:00:00,24,5,2.1,4.5,3.241666666666667
2022-03-19 00:00:00,2022-03-20 00:00:00,24,6,1.6,4.1,2.6500000000000004
2022-03-19 00:00:00,2022-03-20 00:00:00,24,7,1.5,4.5,3.25
2022-03-19 00:00:00,2022-03-20 00:00:00,24,8,1.5,4.5,2.845833333333333
2022-03-19 00:00:00,2022-03-20 00:00:00,24,9,2.1,4.4,3.279166666666667
2022-03-19 00:00:00,2022-03-20 00:00:00,24,10,1.5,4.4,3.1875
2022-03-19 00:00:00,2022-03-20 00:00:00,24,11,1.6,4.2,2.791666666666666
2022-03-19 00:00:00,2022-03-20 00:00:00,24,12,1.6,4.5,3.3874999999999993
2022-03-19 00:00:00,2022-03-20 00:00:00,24,13,1.7,4.5,3.0583333333333336
2022-03-19 00:00:00,2022-03-20 00:00:00,24,14,1.5,4.5,3.1250000000000013
2022-03-19 00:00:00,2022-03-20 00:00:00,24,15,1.5,4.3,2.712499999999999
2022-03-20 00:00:00,2022-03-21 00:00:00,24,1,1.6,3.8,2.7166666666666672
2022-03-20 00:00:00,2022-03-21 00:00:00,24,2,1.7,4.5,2.7125000000000004
2022-03-20 00:00:00,2022-03-21 00:00:00,24,3,1.7,4.5,2.9583333333333335
2022-03-20 00:00:00,2022-03-21 00:00:00,24,4,1.6,4.2,2.504166666666667
2022-03-20 00:00:00,2022-03-21 00:00:00,24,5,1.7,4.4,3.233333333333333
2022-03-20 00:00:00,2022-03-21 00:00:00,24,6,1.6,4.4,2.7000000000000006
2022-03-20 00:00:00,2022-03-21 00:00:00,24,7,1.8,4.5,3.004166666666667
2022-03-20 00:00:00,2022-03-21 00:00:00,24,8,1.6,4.4,3.125
2022-03-20 00:00:00,2022-03-21 00:00:00,24,9,1.5,4.5,2.891666666666666
2022-03-20 00:00:00,2022-03-21 00:00:00,24,10,1.6,4.3,3.054166666666667
2022-03-20 00:00:00,2022-03-21 00:00:00,24,11,2.1,4.5,3.354166666666666
2022-03-20 00:00:00,2022-03-21 00:00:00,24,12,1.6,4.4,3.116666666666667
2022-03-20 00:00:00,2022-03-21 00:00:00,24,13,1.6,4.5,3.129166666666667
2022-03-20 00:00:00,2022-03-21 00:00:00,24,14,1.6,4.4,3.1875
2022-03-20 00:00:00,2022-03-21 00:00:00,24,15,1.6,4.5,2.9625000000000004
2022-03-21 00:00:00,2022-03-22 00:00:00,24,1,1.7,4.4,3.15
